nid,Is,Os,S,V,D
107,2,2,4,0.3171518405445073,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
108,35,35,70,0.4536663080567548,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0]"
109,2,2,4,0.3040624601253087,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
110,8,8,16,0.20258297934794822,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
111,97,97,194,0.483142422373933,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]"
112,26,26,52,0.8512137492088525,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
113,10,10,20,0.9635269569369329,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]"
114,21,21,42,0.36039789792366483,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 1]"
115,1,1,2,0.13617973023060725,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
116,9,9,18,0.011580341434636487,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]"
117,3,3,6,0.7038896285830298,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
118,3,3,6,0.345610560106579,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]"
119,79,79,158,0.40797752373662755,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
120,4,4,8,0.19673386248946823,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1]"
121,1,1,2,0.7901341200621723,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
122,10,10,20,0.360256337358814,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
123,1,1,2,0.1002424439181534,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 0]"
124,2,2,4,0.02996207251748717,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]"
125,80,80,160,0.1503816298881291,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]"
126,15,15,30,0.21007892499392322,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]"
127,12,12,24,0.06750419438553579,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]"
128,89,89,178,0.08370295026568686,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
129,20,20,40,0.3024164800162328,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
130,7,7,14,0.06228360866009908,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]"
131,6,6,12,0.2994485762586552,"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0]"
132,7,7,14,0.8313666468011327,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1]"
133,1,1,2,0.8692766275102869,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
134,7,7,14,0.9465176960411761,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
135,20,20,40,0.26050079124152004,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]"
136,10,10,20,0.8820585260739424,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
137,1,1,2,0.7399937825266221,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
138,1,1,2,0.7012592615606335,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 1]"
139,1,1,2,0.6843232673730222,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
140,8,8,16,0.05659494099901774,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
141,36,36,72,0.5072254482242842,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]"
142,3,3,6,0.6998714750776698,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
143,1,1,2,0.40073614498314103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
144,26,26,52,0.038560885156807445,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]"
145,7,7,14,0.8251928687177551,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]"
146,19,19,38,0.14931668098266349,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1]"
147,8,8,16,0.1878103005776275,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
148,25,25,50,0.2790022511385657,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
149,2,2,4,0.1020376820138521,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
150,5,5,10,0.3380982455973818,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]"
151,4,4,8,0.47557214812845483,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]"
152,2,2,4,0.035575500643752256,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
153,3,3,6,0.7664738717513204,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
154,7,7,14,0.5557167808834181,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
155,1,1,2,0.09477884244967871,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
156,6,6,12,0.11135227279056459,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]"
157,13,13,26,0.485338052321197,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]"
158,2,2,4,0.17187055903779525,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]"
159,7,7,14,0.6198934204947059,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
160,19,19,38,0.5704371663254797,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1]"
161,19,19,38,0.039596262727156106,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]"
162,1,1,2,0.5536955421149309,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]"
163,22,22,44,0.8944679027118023,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
164,4,4,8,0.17723521194631642,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
165,14,14,28,0.18514003026718562,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
166,5,5,10,0.682915065136333,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
167,4,4,8,0.563062560547224,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
168,9,9,18,0.5255980383362705,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]"
169,2,2,4,0.3963149439705874,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]"
170,1,1,2,0.19658197610246642,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
171,6,6,12,0.353557939022603,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
172,4,4,8,0.6352928463093869,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
173,9,9,18,0.750900259392348,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
174,3,3,6,0.4742707895625047,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
175,21,21,42,0.24725063676128622,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]"
176,8,8,16,0.978159835400827,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0]"
177,3,3,6,0.6793271458482538,"[1, 0, 1, 1, 0, 1, 0, 0, 1, 0]"
178,58,58,116,0.931754182877623,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]"
179,3,3,6,0.41528044790386365,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
180,18,18,36,0.02449118140900841,"[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
181,5,5,10,0.3027230235283698,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
182,5,5,10,0.5534353705216213,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]"
183,11,11,22,0.9130487023413194,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
184,2,2,4,0.7018081366366962,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]"
185,19,19,38,0.7038175529044872,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]"
186,3,3,6,0.7819989156260839,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
187,6,6,12,0.7588750428604141,"[0, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
188,26,26,52,0.33101694136040416,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
189,4,4,8,0.5822587883179653,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
190,38,38,76,0.7607787258554558,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]"
191,38,38,76,0.9588017986421725,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]"
192,8,8,16,0.8852169257827471,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]"
193,21,21,42,0.10329058740888009,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]"
194,1,1,2,0.916226310343342,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
195,2,2,4,0.8971851057789934,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
196,10,10,20,0.3050362222080284,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1]"
197,3,3,6,0.17632441182861758,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]"
198,1,1,2,0.5862003338983683,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]"
199,7,7,14,0.14992189434921732,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]"
200,10,10,20,0.39301961177177425,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
201,7,7,14,0.6925626872104905,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]"
202,10,10,20,0.47046373382770157,"[1, 1, 0, 0, 0, 1, 1, 1, 0, 1]"
203,2,2,4,0.9525669262459352,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1]"
204,3,3,6,0.1342951161197764,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]"
205,1,1,2,0.5168409788032589,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
206,60,60,120,0.5781816225507183,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
207,6,6,12,0.03447443725792798,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 1]"
208,4,4,8,0.44864119776126343,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
209,22,22,44,0.6086056014076034,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 1]"
210,8,8,16,0.3904991520569213,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
211,7,7,14,0.46252960113999164,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1]"
212,3,3,6,0.7756252717317332,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]"
213,12,12,24,0.39141227850566496,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1]"
214,2,2,4,0.9620375619316455,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
215,8,8,16,0.06592385881996476,"[0, 0, 1, 1, 0, 1, 1, 1, 0, 0]"
216,1,1,2,0.23188678563491305,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1]"
217,2,2,4,0.21962985491168907,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
218,1,1,2,0.9259791644539318,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 1]"
219,10,10,20,0.759922460111893,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
220,13,13,26,0.4046274010589038,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]"
221,29,29,58,0.40398352423441075,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
222,3,3,6,0.7001679617603174,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]"
223,1,1,2,0.5875535818103446,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1]"
224,3,3,6,0.25933867816186973,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
225,7,7,14,0.15200769213327503,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]"
226,1,1,2,0.7077475688072404,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
227,4,4,8,0.9379199748742658,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
228,8,8,16,0.7940567032269341,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
229,2,2,4,0.5560781239920891,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
230,1,1,2,0.03133602022452764,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]"
231,8,8,16,0.7722070371652423,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0]"
232,2,2,4,0.049612143241759,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]"
233,1,1,2,0.808641731896595,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]"
234,5,5,10,0.20348073021623458,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
235,2,2,4,0.0897466351511712,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]"
236,14,14,28,0.6458718107920807,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]"
237,2,2,4,0.24900186097197685,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
238,2,2,4,0.40963204643013307,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
239,2,2,4,0.4562342348096793,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]"
240,8,8,16,0.8924031902229911,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]"
241,32,32,64,0.7033510342642779,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
242,12,12,24,0.5944802156260586,"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
243,1,1,2,0.9165187091453103,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
244,12,12,24,0.49303769726656743,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 1]"
245,41,41,82,0.479433094302658,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]"
246,4,4,8,0.7681468658310173,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]"
247,3,3,6,0.8310457077818814,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
248,1,1,2,0.5321796391856051,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
249,1,1,2,0.15198374742697685,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
250,8,8,16,0.0897458794078857,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1]"
251,7,7,14,0.057471988588027156,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
252,2,2,4,0.8734902036179532,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
253,6,6,12,0.7697709750091922,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
254,7,7,14,0.3977914025270948,"[0, 0, 1, 1, 0, 1, 1, 1, 0, 0]"
255,2,2,4,0.7771149517006465,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
256,2,2,4,0.8680151991683285,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
257,4,4,8,0.4254664220474862,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
258,4,4,8,0.35040065582681823,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]"
259,1,1,2,0.4964975242615093,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
260,6,6,12,0.13106255632141506,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
261,2,2,4,0.8263794466942099,"[0, 1, 1, 0, 1, 0, 1, 1, 0, 0]"
262,26,26,52,0.776786564488487,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]"
263,3,3,6,0.8885797825462771,"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]"
264,14,14,28,0.3235174837936491,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]"
265,22,22,44,0.4985933350249061,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]"
266,1,1,2,0.32696454612122805,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]"
267,27,27,54,0.30672538684356254,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
268,1,1,2,0.10414160492649183,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1]"
269,7,7,14,0.1884044862394194,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
270,10,10,20,0.8941537747641148,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 1]"
271,3,3,6,0.49260682085544016,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
272,12,12,24,0.03149218651586194,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0]"
273,2,2,4,0.40242837124409003,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
274,4,4,8,0.128808136208588,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]"
275,3,3,6,0.014480444307656493,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
276,2,2,4,0.7958107660233409,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]"
277,9,9,18,0.40648424074578815,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1]"
278,9,9,18,0.2179882063221087,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
